"article","description","price","img"
"A5Q00003814","Основание для извещателя","172.08"
"A5Q00003855","Кронштейн монтажный для модулей FDCI","12.96"
"A5Q00003941","Основание для извещателя линейного","1656.24"
"A5Q00003945","Приставка для оснований FDB2xx","822.72"
"A5Q00004011","Изолятор линии","2107.92"
"A5Q00004023","Корпус красный для блока электронного","629.52"
"A5Q00004397","Тестер линии","23637.6"
"A5Q00004439","Обогреватель извещателя с 2 микроклеммами","2990.88"
"A5Q00004479","Контргайка М20","42.96"
"A5Q00004811","Извещатель дымовой оптический S-line","2841.84"
"A5Q00004812","Извещатель тепловой (статический или дифференциальный)","2130"
"A5Q00004814","Крышка защитная для извещателей точечных Sinteso","53.76"
"A5Q00004905","Набор для настройки извещателя линейного","19778.4"
"A5Q00004908","Корпус желтый для блока электронного","1075.68"
"A5Q00004909","Корпус синий для блока электронного","1005.12"
"A5Q00004911","Корпус зеленый для блока электронного","1977.84"
"A5Q00004929","Адаптер для основания извещателя","950.4"
"A5Q00004979","Корпус желтый для блока электронного","1265.52"
"A5Q00004980","Корпус синий для блока электронного","1130.4"
"A5Q00004981","Корпус зеленый для блока электронного","960"
"A5Q00005035","Винт для блокировки извещателя Sinteso","8.16"
"A5Q00005525","Корпус красный для блока электронного","2862.24"
"A5Q00006735","Заглушка блокирующая M20x1,5 (1 отверстие)","37.44"
"A5Q00008098","Извещатель ручной","3242.16"
"A5Q00009392","Электронный блок извещателя ручного или устройства дистанционного пуска","1580.64"
"A5Q00012020","Извещатель ручной","1656.24"
"A5Q00012741","Основание для извещателя","208.56"
"A5Q00012742","Основание для извещателя","347.28"
"A5Q00013435","Извещатель ручной","1881.36"
"A5Q00013436","Извещатель ручной","1993.92"
"A5Q00013437","Основание для извещателей ручных FDM225 и FDM226","124.32"
"A5Q00013438","Основание для извещателей ручных FDM225 и FDM226 с отверстиями","204.24"
"A5Q00013440","Крышка защитная для извещателя ручного","231.6"
"A5Q00013755","Оповещатель звуковой (основание для извещателя)","1656.24"
"A5Q00014486","Устройство аварийного отключения","2894.4"
"A5Q00017630","Устройство дистанционного пуска","2267.28"
"A5Q00018261","Тестер извещателей интеллектуальный","30873.6"
"A5Q00018689","Модуль входов и выходов (4 входа и 4 выхода)","7604.88"
"A5Q00023040","Каркас защитный EMC для извещателей точечных","12429.84"
"S24218-A201-A2","Плата коммуникационная для извещателей аспирационных FDA","3859.2"
"S24218-B102-A1","Модуль входов или выходов (транспондер)","7849.68"
"S54310-F9-A1","Извещатель мультисенсорный (FDnet/SIGMALOOP)","3232.08"
"S54310-F10-A1","Извещатель мультисенсорный (FDnet/AnalogPLUS)","3232.08"
"S54310-F11-A1","Извещатель мультисенсорный (FDnet/collective)","3183.84"
"S54310-F13-A1","Извещатель мультисенсорный S-line","3285.36"
"S54310-F14-A1","Извещатель мультисенсорный (FDnet/Interactive)","3827.04"
"S54311-B4-A1","Электронный блок извещателя ручного или устройства дистанционного пуска","1600.08"
"S54311-B5-A1","Электронный блок извещателя ручного или устройства дистанционного пуска","1600.08"
"S54311-B10-A1","Ключ для извещателя ручного FDM231","89.28"
"S54311-B12-A1","Основание для извещателя ручного FDM231","111.84"
"S54311-B14-A1","Электронный блок извещателя ручного или устройства дистанционного пуска","1450.32"
"S54311-F1-A1","Извещатель мультисенсорный c доп. сенсором СО","4148.64"
"S54311-F2-A1","Корпус оранжевый для блока электронного","2283.36"
"S54311-F8-A1","Извещатель ручной","17205.6"
"S54311-F9-A1","Извещатель ручной","2492.4"
"S54311-F11-A1","Извещатель ручной","1548.48"
"S54312-F1-A1","Модуль входов (1 вход)","1040.4"
"S54312-F2-A1","Модуль входа и выхода (1 вход и 1 выход)","1656.24"
"S54312-F3-A1","Корпус для модулей FDCI","445.44"
"S54312-F6-A1","Изолятор для нескольких линий","8265.12"
"S54319-F1-A1","Основание плоское для извещателя","208.56"
"S54319-F3-A1","Основание плоское для извещателя","188.16"
"S54319-F10-A1","Уплотнение резиновое для основания извещателя","1344.24"
"S54319-F13-A1","Адаптер для основания извещателя","800.88"
"S54319-F14-A1","Адаптер для основания извещателя","800.88"
"S54319-F21-A1","Приставка для оснований FDB2xx","837.84"
"S54319-F28-A1","Адаптер для основания извещателя","792.72"
"S54322-F5-A1","Модуль входов (1 коллективный вход)","5343.12"
"S54323-B108-A1","Электронный блок извещателя ручного или устройства дистанционного пуска","6078.24"
"S54323-B109-A1","Корпус красный для блока электронного","1445.52"
"S54329-F4-A1","Изолятор линии EX","19135.2"
"S54329-F5-A1","Извещатель ручной EX","7734.48"
"S54329-F7-A1","Извещатель мультисенсорный EX","5515.44"
"S54329-F10-A1","Корпус для изолятора линии EХ","5949.6"
"S54330-N4-A1","Каркас защитный для извещателя пламени","1993.92"
"S54364-B1-A1","Основание для оповещателя красное","123.36"
"S54364-B2-A1","Основание для оповещателя белое","123.36"
"S54364-B3-A1","Основание для оповещателя красное глубокое","185.04"
"S54364-B4-A1","Основание для оповещателя белое глубокое","185.04"
"S54364-B5-A1","Основание для оповещателя","123.36"
"S54364-B6-A1","Основание для оповещателя белое глубокое","185.04"
"S54364-B7-A1","Кольцо монтажное для оповещателей FDSB226 и FDSB227","40.56"
"S54364-B8-A1","Заглушка защитная для оповещателей FDSB226 и FDSB227","194.64"
"S54364-F1-A1","Оповещатель звуковой красный","3039.12"
"S54364-F2-A1","Оповещатель звуковой белый","3039.12"
"S54364-F3-A1","Оповещатель речевой красный","3585.84"
"S54364-F4-A1","Оповещатель речевой белый","3585.84"
"S54364-F5-A1","Оповещатель комбинированный красный (звуковой и красный маяк)","3312.48"
"S54364-F6-A1","Оповещатель комбинированный красный (звуковой и белый маяк)","3312.48"
"S54364-F7-A1","Оповещатель комбинированный белый (звуковой и красный маяк)","3312.48"
"S54364-F8-A1","Оповещатель комбинированный белый (звуковой и белый маяк)","3312.48"
"S54364-F9-A1","Оповещатель комбинированный красный (речевой и красный маяк)","3907.44"
"S54364-F10-A1","Оповещатель комбинированный красный (речевой и белый маяк)","3907.44"
"S54364-F11-A1","Оповещатель комбинированный белый (речевой и красный маяк)","3907.44"
"S54364-F12-A1","Оповещатель комбинированный белый (речевой и белый маяк)","3907.44"
"S54364-F13-A1","Оповещатель комбинированный белый (звуковой и красный маяк, адаптер для извещателя)","3183.84"
"S54364-F14-A1","Оповещатель комбинированный белый (звуковой и белый маяк, адаптер для извещателя)","3183.84"
"S54364-F15-A1","Оповещатель комбинированный белый (речевой и красный маяк, адаптер для извещателя)","3891.36"
"S54364-F16-A1","Оповещатель комбинированный белый (речевой и белый маяк, адаптер для извещателя)","3891.36"
"S54370-F3-A1","Индикатор тревоги","643.92"
"S54370-F5-A1","Индикатор тревоги","226.8"
"S54370-F9-A1","Индикатор тревоги","310.32"
"S54370-S13-A1","Набор для установки адаптера основания","1005.12"
"","","0"
"Извещатели и периферийные устройства пожарной сигнализации / Извещатели и периферийные устройства прочие","","0"
"BPZ:1805480001","Набор для тестирования извещателей","247.68"
"BPZ:2473130001","Шайба для DJ1193 и DCA1191","20.16"
"BPZ:3169430001","Основание для индикатора тревоги","48.48"
"BPZ:3680300001","Тестер для проверки извещателей дымовых","6850.08"
"BPZ:4533980001","Оповещатель световой","10001.76"
"BPZ:5154140001","Оповещатель световой","1656.24"
"BPZ:5302950001","Корпус индикатора тревоги с шайбой","1849.2"
"BPZ:5371040001","Оповещатель звуковой","1720.56"
"A5Q00004996","Штанга телескопическая 1,6м/4м","5563.68"
"A5Q00004997","Штанга телескопическая 2.1m/7.3m","10548.48"
"A5Q00011687","Баллон с контрольным газом для дымовых извещателей","654.48"
"A5Q00011688","Баллон с контрольным газом для дымовых извещателей","1518.24"
"GBI:1082507","Оповещатель звуковой красный","699.6"
"S54339-Z104-A1","Оповещатель звуковой EX","31838.4"
"S54370-F4-A1","Индикатор тревоги EX","570.96"
"S54370-F6-A1","Индикатор тревоги EX","332.88"
"S54370-N2-A1","Баллон с контрольным газом для дымовых извещателей (с CO)","654.48"
"S54370-N4-A1","Адаптер для установки RE7T, RE8ST и RE8STCO на штангу FDUM29x","2412"
"S54370-N22-A1","Капсула дымовая с CO для тестера","2864.4"
"S54370-N25-A1","Капсула дымовая для тестера","2925.84"
"S54370-N27-A1","Основание для оповещателя","352.08"
"S54370-N27-A2","Основание для оповещателя","368.16"
"S54370-N28-A1","Оповещатель комбинированный красный (звуковой и белый маяк)","3055.2"
"S54370-N28-A2","Оповещатель комбинированный белый (звуковой и белый маяк)","3055.2"
"S54370-N28-A3","Оповещатель комбинированный белый (звуковой и красный маяк)","3055.2"
"S54370-N28-A4","Оповещатель комбинированный красный (звуковой и красный маяк)","3055.2"
"S54370-N29-A1","Оповещатель световой белый (белый сигнальный маяк)","1961.76"
"S54370-N29-A2","Оповещатель световой белый (красный сигнальный маяк)","1961.76"
"S54370-N30-A1","Оповещатель световой красный (белый сигнальный маяк)","1961.76"
"S54370-N30-A2","Оповещатель световой белый (белый сигнальный маяк)","1961.76"
"S54370-N30-A3","Оповещатель световой красный (красный сигнальный маяк)","1961.76"
"S54370-N30-A4","Оповещатель световой белый (красный сигнальный маяк)","1961.76"
"S54370-N44-A1","Оповещатель звуковой белый","720.48"
"S54370-S3-A1","Тестер для проверки извещателей тепловых","25084.8"
"S54370-S23-A1","Тестер для проверки извещателей дымовых","66892.08"
"S54370-S24-A1","Тестер с СO для проверки извещателей дымовых","81400.8"
"","","0"
"Контрольные панели пожарной сигнализации","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели XC10","","0"
"A5Q00025158","Комплект для установки FDCIO","347.28"
"A6E60500026","Набор замков с ключами","1784.88"
"S54390-A5-A1","Модуль расширения мультизонный","5563.68"
"S54390-A6-A1","Модуль общего запуска","8554.56"
"S54390-C1-A1","Панель управления пожаротушением","33498.24"
"S54390-C2-A1","Панель управления пожаротушением 19"" исполнение","38006.4"
"S54390-C3-A1","Панель управления пожаротушением ""Комфорт""","38032.32"
"S54390-Z13-A1","Пульт индикации 19""","13684.08"
"S54390-Z14-A1","Пульт управления 19""","22029.6"
"S54390-Z15-A1","Пульт управления","23798.4"
"S54390-Z16-A1","Пульт индикации","17044.8"
"","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели Cerberus FIT","","0"
"S54400-S122-A1","Блок питания внешний","13923.36"
"","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели Cerberus PRO EN","","0"
"BPZ:5644230001","Рейка монтажная, длиной 288мм","324.72"
"S54400-A116-A1","Плата линии (Synoloop)","22994.4"
"S54400-B70-A1","Корпус (Стандарт)","14327.28"
"S54400-B71-A1","Корпус (Комфорт)","20582.4"
"S54400-B72-A1","Корпус (Эко)","13362.48"
"S54400-B74-A1","Крышка защитная для панели управления (без маркировки)","3923.52"
"S54400-B77-A1","Крышка защитная для панели управления Cerberus PRO","3923.52"
"S54400-B86-A1","Корпус (Большой)","22029.6"
"S54400-B89-A1","Корпус (Большое расширение)","17044.8"
"S54400-B149-A1","Компонент дополнительный индикации (2 × LED-индикация)","29104.8"
"S54400-B150-A1","Компонент дополнительный индикации  (4 × LED-индикация)","48561.6"
"S54400-C29-A1","Панель управления (2-шлейфа)","81204"
"S54400-C29-A2","Панель управления (2 шлейфа)","65963.76"
"S54400-C29-A4","Панель управления (2 шлейфа)","64320"
"S54400-C29-A5","Панель управления (2-шлейфа)","54973.92"
"S54400-C30-A2","Панель управления (4-шлейфа)","102466.56"
"S54400-C30-A3","Панель управления (4-шлейфа)","113193.84"
"S54400-C31-A2","Пульт управления","45337.2"
"S54400-C32-A2","Панель управления (1-шлейф)","49848"
"S54400-C32-A3","Панель управления (1-шлейф)","60139.2"
"S54400-C87-A1","Панель управления (модульная)","129283.2"
"S54400-C143-A1","Панель управления (модульная)","103233.6"
"S54400-F76-A1","Компонент дополнительный (заглушка для панели управления)","4325.52"
"S54400-F85-A1","Станция рабочая","24280.8"
"","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели Desigo Fire UL","","0"
"S54400-A42-A1","Модуль сетевой для FN2012-A1 (Ethernet)","4534.56"
"S54400-A43-A1","Модуль сетевой для FN2012-A1 (MM)","8876.16"
"S54400-A44-A1","Модуль сетевой для FN2012-A1 (SM)","13394.64"
"","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели Sinteso EN","","0"
"BPZ:4843830001","Модуль релейный 250 В перемен. тока, 10A","500.16"
"BPZ:5291410001","LED-плоский кабель для K3R072","1522.8"
"BPZ:5644780001","Дин-рейка LG=122мм","175.2"
"A5Q00005327","Модуль для панели управления RS232","5033.04"
"A5Q00009875","Плата линии (Fdnet/С-NET)","22104.72"
"A5Q00009906","Корпус (Комфорт)","25245.6"
"A5Q00009923","Модуль для панели управления RS485","7375.2"
"A5Q00010044","Плата линии (MS9i)","23476.8"
"A5Q00010113","Ключ доступа (Kaba)","4325.52"
"A5Q00010126","Принтер событий","15452.88"
"A5Q00010129","Ключ доступа (Nordic)","1913.52"
"A5Q00010136","Плата расширения шлейфов","5370.72"
"A5Q00010151","Монтажный комплект","4293.36"
"A5Q00010502","Плата линии (коллективная)","15243.84"
"A5Q00012851","Модуль сетевой (SAFEDLINK)","11614.32"
"A5Q00014104","Пульт управления поэтажный","33605.76"
"A5Q00014417","Драйвер мнемодисплея","11641.92"
"A5Q00014866","Модуль звукового оповещения","2781.84"
"A5Q00015550","Панель управления (2-шлейфа)","57661.44"
"A5Q00016100","Панель управления (4-шлейфа)","111873.84"
"A5Q00016552","Основание для поэтажного пульта и дисплея","3553.68"
"A5Q00016702","Пульт управления","51948"
"A5Q00016827","Панель управления (2-шлейфа)","67693.92"
"A5Q00016829","Панель управления (2-шлейфа)","70323.84"
"A5Q00016851","Панель управления (2-шлейфа)","80886.24"
"A5Q00016852","Панель управления (4-шлейфа)","126588"
"A5Q00016854","Панель управления (4-шлейфа)","143456.4"
"A5Q00016865","Корпус (Эко)","14439.84"
"A5Q00017619","Бумага рулонная для термографического принтера","181.68"
"A5Q00017706","Дисплей поэтажный","26732.64"
"A5Q00018778","Корпус (Большое расширение)","18009.6"
"A5Q00018779","Блок питания (150 Вт, B)","17044.8"
"A5Q00018931","Корпус (Стандарт)","23862.96"
"A5Q00019543","Корпус (Большой)","24280.8"
"A5Q00020179","Набор монтажный 19""","21596.64"
"A5Q00020825","Блок питания (150 Вт, A)","26732.64"
"A5Q00021773","Крышка защитная для панели управления Sinteso","4566.72"
"A5Q00022364","Корпус (Эко + отделение для документов)","26732.64"
"A5Q00022369","Корпус (Стандарт + отделение для документов)","21547.2"
"A5Q00023027","Набор кабелей (связь)","4196.88"
"A5Q00023048","Панель управления (модульная)","166746.24"
"A5Q00023962","Принтер матричный внешний","49621.44"
"A5Q00023963","Лента для печатающего устройства","1519.68"
"A5Q00024621","Крышка защитная для панели управления (2 HU)","6126.48"
"A5Q00024719","Крышка защитная для панели управления (1 HU)","5016.96"
"A5Q00025980","Модуль для подключения каркасов для плат","45828"
"A5Q00026917","Пульт управления","45667.2"
"A5Q00028736","Модуль интерфейсный (MM)","33162.24"
"A5Q00028737","Модуль интерфейсный (SM)","47596.8"
"P54400-P1-A1","Лицензия техническая для FS20 на 1 месяц","#VALUE!"
"S24236-B2502-A1","Повторитель/усилитель SAFEDLINK","10902.24"
"S54380-F12-A1","Компонент дополнительный (заглушка для панели управления)","5515.44"
"S54392-A7-A1","Плата пожаротушения","#VALUE!"
"S54392-B3-A1","Терминал пожаротушения встроенный Sinteso (1 сектор)","#VALUE!"
"S54392-B4-A1","Терминал пожаротушения встроенный Sinteso (4 сектора)","#VALUE!"
"S54392-B8-A1","Каркас для платы пожаротушения (1 сектор)","6641.04"
"S54392-B11-A1","Ключ доступа (Nordic)","1476.24"
"S54392-B12-A1","Ключ доступа (Kaba)","3939.6"
"S54392-B18-A1","Терминал пожаротушения встроенный Cerberus PRO (1 сектор)","#VALUE!"
"S54392-F2-A1","Терминал пожаротушения удаленный","#VALUE!"
"S54392-K13-A1","Набор кабелей (FCA2046-XCM2003)","2042.16"
"S54392-K14-A1","Набор кабелей (для второго шкафа, FHA2053)","7059.12"
"S54392-K15-A1","Набор кабелей (FCA2046-FCA2046)","2910.48"
"S54392-K16-A1","Набор кабелей (FHA2053-FHA2053)","3569.76"
"S54392-N19-A1","Набор для тестирования пожаротушения","23476.8"
"S54392-S17-A1","Набор аксессуаров FCA2046","956.88"
"S54392-S20-A1","Комплект пожаротушения","#VALUE!"
"S54400-A6-A1","Плата входов/выходов (программируемая)","6641.04"
"S54400-A14-A1","Драйвер мнемодисплея","17848.8"
"S54400-A18-A1","Плата центрального процессора (FC2080)","27818.4"
"S54400-A20-A1","Плата входов/выходов (передача сообщений)","13491.12"
"S54400-A21-A1","Плата выходов (8 линий оповещения)","13314.24"
"S54400-A91-A1","Плата коммуникационная (FC2080)","27818.4"
"S54400-A102-A1","Модуль сетевой (SAFEDLINK, для FC2080)","9567.6"
"S54400-A107-A1","Плата линии (AnalogPlus)","29104.8"
"S54400-A108-A1","Плата линии (Interaсtive)","19939.2"
"S54400-A109-A1","Модуль оптический сетевой (SM)","57084"
"S54400-A110-A1","Модуль оптический сетевой (МM)","27818.4"
"S54400-A134-A1","Плата линии (Interaсtive EX)","17044.8"
"S54400-A153-A1","Модуль интерфейсный для FN2012-A1","5177.76"
"S54400-B17-A1","Панель управления модульная (19"", FC2080)","68018.4"
"S54400-B23-A1","Отсек для аккумуляторов (19"")","6705.36"
"S54400-B24-A1","Набор крепежный (19"", для блоков питания)","33285.6"
"S54400-B25-A1","Набор крепежный (19"", для шасси слотов расширения)","5451.12"
"S54400-B26-A1","Набор крепежный (19"")","5451.12"
"S54400-B28-A1","Каркас для плат (5 слотов)","13153.44"
"S54400-B36-A1","Монтажный комплект (для документации)","17848.8"
"S54400-B38-A1","Каркас для плат (2 слота)","9583.68"
"S54400-B39-A1","Каркас для плат (ЦП)","25406.4"
"S54400-B79-A1","Монтажный комплект (для корпуса ""Комфорт"")","6962.64"
"S54400-B121-A1","Блок питания (70 Вт)","12956.16"
"S54400-B133-A1","Основание для пульта управления FT2080","13346.4"
"S54400-B146-A1","Компонент дополнительный индикации (2 × LED-индикация)","34572"
"S54400-B147-A1","Компонент дополнительный индикации  (4 × LED-индикация)","54511.2"
"S54400-B148-A1","Станция рабочая (+ 1 × LED-индикация)","45184.8"
"S54400-B152-A1","Коммутатор модульный","28622.4"
"S54400-C2-A1","Панель управления (модульная)","98248.8"
"S54400-C3-A3","Панель управления (4-шлейфа)","120644.16"
"S54400-C103-A1","Корпус (19"")","70591.2"
"S54400-C120-A1","Пульт управления сенсорный","173664"
"S54400-F34-A1","Пульт управления поэтажный","28783.2"
"S54400-F83-A1","Станция рабочая","26853.6"
"S54400-F119-A1","Корпус настольный для пульта управления FT2080","28461.6"
"S54400-N181-A1","Комплект монтажный","9213.84"
"S54400-P154-A1","Ключ лицензионный (S1, Вижуалайзер)","3312.48"
"S54400-P155-A1","Ключ лицензионный (S2, BACnet ограниченный)","5499.36"
"S54400-P156-A1","Ключ лицензионный (S3, Mobile, BACnet полный)","11014.8"
"S54400-P157-A1","Ключ лицензионный (S4, BACnet расширенный)","21708"
"S54400-S111-A1","Монтажный комплект","24280.8"
"V24230-Z6-A5","Блок питания","13571.52"
"","","0"
"Контрольные панели пожарной сигнализации / Контрольные панели Прочие аксессуары","","0"
"A5Q00019353","Аккумулятор (12 В‚ 7 Ач, VDS)","736.56"
"A5Q00019354","Аккумулятор (12 В‚ 12 Ач, VDS)","1206"
"A5Q00019357","Аккумулятор (12 В‚ 65 Ач, VDS)","6544.56"
"A5Q00019677","Аккумулятор (12 В‚ 17 Ач, VDS)","1768.8"
"A5Q00022897","Аккумулятор (12 В‚ 45 Ач, VDS)","4566.72"
"A5Q00023101","Аккумулятор (12 В‚ 100 Ач, VDS)","9696.24"
"S54302-Z101-A1","Аккумулятор (12 В‚ 110 Ач)","13748.4"
"S54302-Z102-A1","Аккумулятор (12 В‚ 25 Ач)","2412"
"","","0"
"Системы управления (Безопасность)","","0"
"Системы управления (Безопасность) / DMS DMS8000","","0"
"S54461-C7-A1","Модуль интерфейсный Шлюз Modbus","54786"
"","","0"
"Системы управления (Безопасность) / DMS Desigo CC","","0"
"P55802-Y102-A412","Desigo CC Безопасность на 100 точек","18480"
"P55802-Y102-A452","Desigo CC Безопасность на 500 точек","70728"
"P55802-Y102-A460","Desigo CC Безопасность на 6 точек","1456.56"
"P55802-Y102-D412","Desigo CC Безопасность на 100 точек Миграция PSM","3696"
"P55802-Y102-D452","Desigo CC Безопасность на 500 точек Миграция PSM","14095.2"
"P55802-Y102-D460","Desigo CC Безопасность на 6 точек Миграция PSM","288.96"
"P55802-Y102-E412","Desigo CC Безопасность на 100 точек Миграция SSM","11088"
"P55802-Y102-E452","Desigo CC Безопасность на 500 точек Миграция SSM","42336"
"P55802-Y102-E460","Desigo CC Безопасность на 6 точек Миграция SSM","871.92"
"P55802-Y110-A100","Desigo CC Компактная лицензия  только для безопасности, включает 500 точек FS и 500 точек SCADA, Assisted Treatment, RENO, Отчеты, 3 рабочих места. Ограничение -   итого не более 2000 точек FS,  500 точек охранка, 128 видеокамер, 128 дверей.","63000"
"P55802-Y110-D100","Desigo CC Компактная лицензия  только для безопасности Миграция PSM","12600"
"P55802-Y110-E100","Desigo CC Компактная лицензия  только для безопасности Миграция SSM","37800"
"P55802-Y158-A412","Desigo CC Пожарная безопасность на 100 точек","13171.2"
"P55802-Y158-A414","Desigo CC Пожарная безопасность на 10000 точек","720720"
"P55802-Y158-A452","Desigo CC Пожарная безопасность на 500 точек","45024"
